BGC0000652.1_napH2	BGC0000652.1_napH2	100.0
BGC0000652.1_napH2	BGC0001079.1_napH2	99.5
BGC0000652.1_napH2	BGC0001819.1_vnz_RS02330	65.2
BGC0000652.1_napH2	BGC0001590.1_forV	51.5
BGC0000652.1_napH2	BGC0001503.1_ATV95606.1	49.2
BGC0000652.1_napH2	BGC0001512.1_abxH	49.7
BGC0000652.1_napH2	BGC0001922.1_idmB26	51.6
BGC0000652.1_napH2	BGC0001366.1_ctg1_orf12	48.2
BGC0000652.1_napH2	BGC0000033.1_calO3	43.3
BGC0000652.1_napH2	BGC0000081.1_AFV52210.1	37.9
BGC0000652.1_napH2	BGC0001154.1_Caci_2724	38.1
BGC0000652.1_napH2	BGC0001635.1_BKM31_54195	38.4
BGC0000652.1_napH2	BGC0001183.1_AGC09515.1	36.4
BGC0000652.1_napH2	BGC0000965.1_AAL06656.1	37.3
BGC0000652.1_napH2	BGC0001397.1_WQO_33760	37.3
BGC0000652.1_napH2	BGC0001584.1_ANY94426.1	37.1
BGC0000652.1_napH2	BGC0001178.1_AGS77325.1	37.0
BGC0000652.1_napH2	BGC0001807.1_ATL73049.1	36.2
BGC0000652.1_napH2	BGC0000832.1_clohal	36.1
BGC0000652.1_napH2	BGC0000279.1_xanH	36.2
BGC0000652.1_napH2	BGC0001008.1_mdpC	35.0
BGC0000652.1_napH2	BGC0000341.1_ABD65950.1	36.0
BGC0000652.1_napH2	BGC0000326.1_AAK81830.1	36.0
BGC0000652.1_napH2	BGC0000440.1_tcp21	36.3
BGC0000652.1_napH2	BGC0000441.1_CAG15020.1	36.3
BGC0001337.1_lzrH1	BGC0001337.1_lzrH1	100.0
BGC0001337.1_lzrH1	BGC0001333.1_abeH	84.5
BGC0001337.1_lzrH1	BGC0001334.1_claH	77.4
BGC0001337.1_lzrH1	BGC0001569.1_SNOUR_12610	68.9
BGC0001337.1_lzrH1	BGC0001814.1_ulm24	68.0
BGC0001337.1_lzrH1	BGC0000439.1_AHH53512.1	65.3
BGC0001337.1_lzrH1	BGC0001782.1_ARP51747.1	59.6
BGC0001337.1_lzrH1	BGC0001824.1_Xbed_01551	50.5
BGC0001337.1_lzrH1	BGC0001368.1_IF33_RS0114770	41.5
BGC0001337.1_lzrH1	BGC0000376.1_fmoD	40.9
BGC0001337.1_lzrH1	BGC0000924.1_prnA	40.2
BGC0001337.1_lzrH1	BGC0001374.1_thdH	38.9
BGC0001337.1_lzrH1	BGC0001335.1_borH	39.5
